kbg02**|너무 이뻐요♥♥     ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥그리고 살때 한치수 더 큰걸루 사야할것 같아요ㅠ그래도 맘에 들어요
so87**|진짜 색 개이뻐여........옷도 보들보들해서 진!!!!!짜 맘에들어여ㅠㅠㅠ♡♡♡♡♡♡♡ 이옷 안사면 후회해여 색은 진짜고민하다가 분홍색계열옷이 없어서 한번샀는데 진짜맘에들어여ㅠㅠ♡♡♡♡ 고고싱 짱!!!♡♡♡♡♡^.^
zzzz23**|옷 정말 마음에 들어요! 넉넉해서 안에 옷 어떤거나 입어도 되니 좋아용 그리고 색감도 인디핑크라서 색감이 살짝 다운되서 부담스럽지도 않습니다
tjdrprns**|처음에 오면 좀 쭈글쭈글해서 한번 빨거나 다림질해서 입어야 될거 같아요 ㅋㅋㅋㅋㅋㅋㅋㅋ하지만 색감도 너무 이쁘고 따뜻해서 아주 좋아요!!품도 넉넉해서 안에 껴입고 입어도 좋을 것 같아요가을 겨울에 입기 딱 좋아요!! 강추합니당!!
z91101**|샀는지 오래됐는데 이제서야 후기 남기네요!이너로 입기도 좋고 단독으로 입기에도 좋아요
hanvit09**|색상 너무 이쁘고 따뜻합니다산지 조금 됬긴했는데 아무튼 잘 입고 있어요~♡좀 길이가 길었으면 더 좋았을텐데 이 정도면 만족합니다! 내년에도 하나 장만해야겠습니다!!!!
qkr74**|처음에 보고 ?... 작겠다 이 생각이 들었는데요 입어보니까 완전 잘늘어나고 괜찮았어요!!! 저는 키가 작아서 밑에 길이가 조금 남거든요ㅎ... 그건 접어서 입으면 되니까 괜찮구용 허리는 조~금 헐렁해요ㅜㅠㅠ 그래도 니트 넣어서 입을때는 괜찮을 것 같아용 색상은 첫번째 사진이랑 두번째 사진이 실제 색깔과 비슷해요!!! 살짝 반짝? 거리는 것 같아요 처음 봤을때 왜 반짝거리지.. 진청 치고는 밝은 것 같은데 이러고 입은 상태에서 계속 봤는데 아니더라고요ㅎㅎㅎ 세번째 사진은 그냥 밝은 화질에서 찍어본거구요!! 그리고 다른 사람들 후기를 봤을때 입으면 밖에 라인선이 흰색으로 보인다고... 모델분이 입은 바지도 그렇긴 했는데 실제로도 그렇더라구요 딱히 신경은 안쓰이지만ㅎ... 두께는 좀 얇아요 제가 겨울이여도 기모들은 바지를 잘 안입고 기모없는 바지를 입거든요 조금 추울 것 같긴 한데 예쁘니까~~!! 항상 잘 입고 다닐라구요ㅎㅎ
kuz73**|생각보다 티가 좀 얇아서 지금 날씨에 입기는 조금 추운데, 위에 후드티를 입거나 니트조끼 같은걸 같이 스타일링 하기는너무 좋네요. 날씨가 좀 따뜻해지면 또 가볍게 편하게 입을 수 있을거 같아요~ 가격대비 괜춘합니다!!통도 조금 넓구요~
tnwls34**|저렴한 가격에 이정도 퀄리티면 완전 만족합니다~!넉넉한 핏이고요, 기장이 좀 길어서 무조건 넣어서 입어야 이쁠 것 같아요~ 회사 입고다니기 깔끔해서 추천합니다.
tnwls34**|자몽색하고 스트로베리라떼 2가지 샀는데 둘 다 굉장히 만족스러워요!! 핏도 딱 넉넉하고 치마나 바지 안에 넣어 입어도 부담스럽지 않는 두께에요 ㅎㅎ 오버사이즈기는 하지만 너무 펑퍼짐하지 않아서 그냥 니트만 입고 다녀도 전혀 안어색하고 이쁩니다~
kuz73**|심플한 후드티가 필요해서 베이지로 구매했습니다.면이 적당하구 안에 얇은 목티나 셔츠같은거 입고 입어도 이쁘구요, 위에 코트랑 같이업어도 너무 잘어울려요. 색깔이 무난해서 되게 잘입혀요. 제가 캐쥬얼스타일 좋아해서 그런지 정말 자주 입게되더라구요. 그래서 다른색도 구매할 생각 입니다~
wkdis**|예뻐요~~~ 길이도 진짜 적당하고 품도 커서 좋아요ㅠㅠ 길이가 요새는 다짧게 나오는데 이거는 괜찮아요 브라운 시켯는데 색상도 너무 이뻐요!!!
wkdis**|목도리가 하나 필요해서 검정색으로 시켰는데 부들부들하고 좋아요 다른색깔도 다 주문하고 싶어요ㅠㅠㅠㅠ 색깔도 괜찮고 저렴한거같아요
wkdis**|블랙이 품절되어서 브라운으로 시켰는데 브라운도 너무 예쁘고 좋아요 은근히 도톰해서 따뜻하고 핏도 예뻐요!!! 마음에들어요!!!
wkdis**|차콜색상으로 주문하였는데 검정같아요 근데 괜찮아요 데일이템으로 하나쯤 가지고 있어도 좋은거같아요 질도 괜찮고 가격도 저렴한거같습니다
wkdis**|정말 좋아요 블랙으로 시켰는데 사이즈도 딱맞고 편하고 좋아요 골덴바지 하나 찾아보고있었는데 정말 만족스러운 구매였습니다
kim23**|포토후기1등이요(아무도1등이라고안써서..)배송이빨라서너무좋았구요핏이너무이뻐요역시고고싱은믿고사는것같네요좀아쉬운점이있다면밑단이그냥뚝잘라놓은거같아서아쉬워요ㅠㅠ신축성도좋고뚱뚱해보이지도않고봄에잘입을것같네요
djflsgksk1**|화이트시켰는데 가격대비 진짜이뻐요!!!처음 왔을땐 주름이 많이져있어서 바로는 못입고 다리미질하니깐 괜찮더라구요
djflsgksk1**|검정밖에 안남아서 검정시켰는데 그래두 가격대비 이뻐요!! 귀여운스타일 연출하기에좋네요!추천합니당 가격도 싸게사서 좋아요
vvv960416v**|두꺼워 지금 입기에 매우 예쁘며 길이도 적당합니다. 따뜻하게 깔끔하게 받쳐입기가 너무 좋고 검은색이여서 아무데다 받쳐입기 좋을것 같습니다.
ksh62**|멜로우 하찌니트 스윗자몽색상 구매했습니다!옵션할인 들어가서 3000원 싸게 구매했네요~일단 되게 생각보다 쫀쫀하구,색깔도 이뻐요ㅠ_ㅠ가격에 비해 상품이 되게 좋네요배송빨랐고,고고싱 역시 좋아연 최고최고
vvv960416v**|안감이 있는건줄 알았지만 너무 얇아 당황스러웠습니다. 벨트도 주는줄 알았는데 따로 오진 않더라구요 지금 입기엔 너무 얇아서 봄이되면 입어야 할 것 같습니다.
ksh62**|천연라쿤패딩 카키색상 구매했어요!!일단 가격이 그렇게 비싸지 않아서 별로 안따뜻하면 어쩌나 걱정했었는데 따스하고 좋네요~!!핏도 사진에있는 모델분이 입은거랑 거의 비슷하구가격도 저렴하구 좋아요!!배송도 빨랐고 상품 잘 받았습니다~
vvv960416v**|싼 가격에 따뜻한 목도리를 살 수 있어 좋았습니다, 하지만 먼가 길이가 어정쩡해 메는데 어색함을 느꼈는데 색은 매우 예뻤습니다.
ksh62**|양털집업 메란지색상 구매했습니다!너무너무 이뻐요ㅠㅠ색깔별로 사고싶은 충동이..두껍기도 두껍고,입었을때 핏도이뻐요~~색상도 사진에 있는 색상이랑 거의 비슷합니당!!배송짱짱빨랐구요, 역시 집업은 고고싱에서 파는게 제일 이뻐요ㅠㅠ
vvv960416v**|이 코트 입고 서울 다녀왔는데 진짜 색도 밝고 너무 예쁘며 누빔이 잘 되있어서 매우 따뜻합니다. 주머니쪽은 따로 실을 잘라야해서 미리 자르고 가면 따뜻하게 손을 넣고 움직이실 수 있습니다. 사진을 많이 찍었는데 색상이 밝으니 사진이 매우 화사하게 잘나왔습니다.
ksh62**|투투차이나 남방 구매했습니다!아이보리 색 구매했는데이거 3900원에 팔길래 너무 저렴해서 샀어요!근데 생각보다 이쁘고 봄이나 여름에도 입기엔 괜찮을거같네요
vvv960416v**|니트가 엄청 보드럽고 따뜻합니다. 색도 보이는색으로 소라색이 예쁘며 안에 히트텍에 위에 코트입어도 무난한 사이즈입니다. 집어넣고 입으면 더욱 이쁩니다. 좀 짧지만 저는 생각했던 사이즈여서 매우 마음에 듭니다.
ksh62**|숄트트윈코트 샌드색상으로 구매했습니다!겨울옷 왕창 세일하길래 샀는데,가격이 너무 저렴해서재질이 엄청 안좋을까봐 걱정했는데 생각보다 괜찮아요~근데 막 고급스러워보이고 그러진않아요!!걍 무난하게 입기에 좋습니다~배송빨랐고 좋앗어요
ksh62**|완벽후리스 후드티 아이보리색상 구매했습니다!!부들부들 착용감은 좋아요~생각보다 두꺼워서 따뜻하기도하고가격도 저렴하구 좋네요!!배송도 빨랐고 좋았습니다~~감사해용!
ck08**|저렴하고괜찮아용! 저는 스키니랑 해서 입는데 코트에입어도 패딩에입어도 예뻐여!..  ㅎㅎ이너로입기좋네영ㅎ ㅎ재구매의사있어요
dkswn**|얇아서 이것만 입고 겉에 좀 얇은감 있는 아우터입으면 죽어요. 디자인 잘빠졌고 그렇게 타이트 하지도 않아요 하나쯤 있으면 좋은니트예요.
ck08**|예뻐요! 털이좀빠지긴하지만 ㅎ ㅎ ㅎ 그래두 가격대비괜찮아요 세일해서 3만원에샀는데 괜찮네요 ! 니트에 스키니입고 입으면 진짜예뻐요.
dkswn**|요즘 날씨에 입기 좋은 코트예요. 걱정하고 샀는데 따뜻하고 너무 이쁘네요 디자인도 잘빠졌고 안감도 좋고 가격도 엄청저렴하고 만족합니다. 가족 주려고 하나 더 구매했어요^^
dkswn**|약간 나팔바지느낌의 일자팬츠 찾고있었는데 이 바지가 눈에 띄어서 사게됐어요~ 처음 바지 입는 순간부터 부드럽고 스판끼가 느껴져서 좋았어요 ㅎㅎ 색상도 맘에들고 실물이 훨씬 이쁩니다
dkfhal**|ㅋㅋㄱㅋㄱㄱㄱㄱ이거 진짜 귀여운데 제가끼면 턱 네모져보이고 뭔가좀.....ㅋㄱㅋㄱㄱㅋ 근데 다들 탐냈어요 좀 얇긴한데
dkswn**|가끔가다가 새로운 가방을 좀 메고싶어서 샀는데 약간 끈이 짧은 거 빼고는 나름 만족합니다. 안에 은근 많이 들어가고 좋네요
yooon**|겨울에도 따뜻하게 입을 수 있다고 하셨지만 초겨울 아니고는 추울 것 같아요. 그냥 교복 마이 같은 느낌. 그리고 옆이랑 뒤에서 봤을 때 밑으로 떨어지는 라인이 별로예요. 엉덩이에서 떨어지는 밑부분이 바깥쪽으로 튀어나오는? 휘는? 그런 모양이에요. 그냥 날이 좀 풀리면 무난하게 입고 다닐 수 있을 것 같아요. 잘 입을게요!
dkfhal**|모자 예뻐요 근데 제가 머리가 약간 큰 스타일이라서 잘못 쓰면 머리가 더 커보이네요ㅜㅜ 근데 제질도 괜찮고 디자인짱이뻐요귀걸이랑 초커 디 고고싱꺼예요
dkswn**|지금 입기에는 너무 춥지않을까 걱정 했는데요, 팔 안쪽까지 다 양털로 되어있더라구요 되게 따뜻해서 아무리추운 날씨에도 따뜻하게 입을 수 있는 아우터로 추천하고 싶습니다
dkswn**|고고싱에서 바지는 처음 사는 거라 걱정반 기대반이었는데요 솔직히 처음 종아리부분 들어갈 땐 작구나.. 바꿔야하나 생각했는데 골반쪽 가니까 고무처리 돼서 엄청 늘어나더라구욬ㅋㅋㅋ신세계 경험했습니다 짱좋아요 근데 제가 살이쪄서 자꾸 바지가 조금 내려가네요 ㅠ살빼야 할 듯..
dkfhal**|진짜 잘입으면 엄청 귀엽고 어떻게보면 할매옷 훔쳐입은거같아요ㅋㅋㄱ역시 모델이 입은건 이뻤는데 실제 옷도 예쁜데 제가 잘 소화를 못시키네요ㅜㅜ
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건 이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건 이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
sumin12**|어이가없네요.. 처음에 오자마자 입어봤는데 한쪽이 붕떠서 바지 길이재봤더니 길이가 다르고 모양도 이상하게 되어있네요.. 어떻게 하실 건가요 책임지세요
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건이랑 블라우스  이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건 이랑 니트 ㅎㅎ이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건이랑 니트 이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
qkrgpdud15**|이뻐요~~>3< 봄도 다가오고 해서 가디건 이번에 엄청 많이 주문해써요 ㅎㅎ 세일 기간이고 해서 엄청나게 질렀네요 ㅎㅎ색상도 딱 원하던 파스텔 톤이고 ㅎㅎ 기장도 이뻐요 ㅎㅎ 엄청 소녀소녀한 옷이에요~
yooon**|색도 이쁘고 부들부들한 느낌도 좋아요. 다만 목 폴라 부분이 생각보다 넓고 쭈글쭈글? 뭔가 늘어나 있는 듯해서 머리카락으로 가리면서 입어야 할 것 같아요. 어깨선도 어깨 따라서 자연스럽게 내려오는게 아니라 각이 잡혀 있어서 소매를 계속 밑으로 당기면서 입어야 어깨깡패처럼 안 보일 것 같아요...ㅎㅎ 잘 입을게요!
kyg09**|생각보다 가방이 엄청 이뻐요 ㅎㅎ 검은색 색상 사고 싶었는데 품절이 되서 ㅠㅠㅠ 회색샀눈뎅 진짜 이뻐용 ㅎㅎ와인색도 사고 싶네용
yooon**|길이도 적당하고 스판끼도 적당하고 다 좋은데 엉덩이 아래로 떨어지는 라인? 이 안 이뻐요.. 원래 a라인 스커트가 다 이런건지는 잘 모르겠지만 입었을 때 앞모습은 이쁜데 옆이랑 뒤에서 보는 모습은 생각만큼 이쁘지 않아서 아쉬워요. 그래도 재질 괜찮고 가격도 착하니까 만족하렵니다. 잘 입을게요!
sjcall**|니트라 재질이 제일 걱정되었는데 생각외로 괜찮고 배송문제도 많다는 이야기를 들었지만 그것 또한 좋았습니다!  짧지도 않고 길지도 않아 적당한 길이라 아주 마음에 듭니다ㅎㅎㅎ 예뻐영><
songhee**|소매쪽이 예수님옷처럼 넓은것도 있던데 이 옷은 진짜 딱 적당하게 넓어서 너무이쁘고 흰색이라 안그럴줄알았는데 핏이좀 이뻐서 날씬해보야요 이옷 잘샀다는말 꽤 들었습니다 이니트로 다른색 한번에살걸 그랬어요ㅠㅠㅠ 하나하나 다른니트로사서 후회중입니다 고고싱 목폴라니트즁에 이게 제일 이쁜거같아요
gusdkrla1**|너무 예뻐요ㅜㅠ 일요일까지 꼭 필요했는데 다행히 오늘와서 다행이에요 배송지연되서 느긋하게 기다렸어요ㅋㅋ 그래도 가방 너무 예뻐서 괜찮아용 감사합니다!
alwjd14**|목쪽에진짜쫏쫀해요 퀄리티대박입니다 니트자체가두껍진않지만 얇지도않아요아주좋아요다른색상더구매하고싶네요
alwjd14**|매우매우두껍네요ㅎㅎ좋아용 고고싱은항상믿고살만해요♡♡♡차이띠라떼색상이 사진이랑좀많이다르긴한데 그래도만족
alwjd14**|너무예뻐요 두껍고 좋습니다♡♡
alwjd14**|허니폴라- 키, 몸무게 169-착용사이즈-착용후느낌은?(좋은점/나쁜점)목부분 엄청쫀쫀해서놀랬어요 이가격에 이퀄리티 엄청만족합니다
wbslwn**|배송을 너무 오래 기다렸어요..ㅠㅠ 다른 후기들처럼 재질이 좋진 않아요~ 세일하지 않았으면 안샀을듯한.ㅠㅠ 정말 딱 이정도 가격이에요 ! 얇기도하구 뭐랄까.. 구김이 너무 잘가는 재질이라 그래야되나.. 아우터지만 가디건같은 느낌적인 느낌이에요 ㅎㅎ 밝은색 코트 하나정도는 사고싶어서 구매했는데 ㅠ 뭐... 올해 이거입구, 내년에 더 좋은 코트를 구매해야될거 같아요
onje1**|오버핏이라 편하긴 해요. 길이는 맞는데, 소매통이 많이 넓은 편이라 덩치가 막 커 보입니다. 진정한 오버핏이 되려면 마르신 분들이 입으셔야 할 듯요. 키가 160 근처이시고 마르신 분께는 아빠옷 입은 듯한 편하고 예쁜 핏이 나오구요, 크신 분들은 덩치 있어 보이는 듯. 두께는 얇은 편(겉감 빼고 누비솜 안감 있음)이라, 넘 춥지 않은 초봄까지 입을 듯요. 앞쪽이 짧고 뒤가 길어, 엉덩이가 충분히 덮이고 적당히 길어요.
jgh11**|옷이 일주일 넘어서 도착했지만 그래도 옷이 마음에 들어서 너무 좋았습니다! 색도 너무 마음에 들었고, 옷 길이도 정말 마음에 들었어요! 너무 긴것도 별로고 짧은것도 별론데 이 옷은 진짜 길이가 적당해요 너무 마음에 쏙 들었습니다ㅜㅜ 잘 입고 다니겠습니다~~
rjdn**|후기도 엄청많구 이런 스타일의 니트는 없어서 하나 구매했는데 입고지연으로 1월 중순에 입고 된다길래 마음 비우고 기다리고 있었능데 5일만에 왔어용ㅎㅎㅎ왔을때 샹각보다 일찍와서 기쁜맘으로 뜯어봤는데 뭔가 남이 입었다가 반품한걸 보내준것같더라구요. 봉지도 찢어져있구....리본마감도 이상해서 다 풀려있구요...옷은예쁜데고고싱에서 주문했을때 이런적 한번도 없었는데 좀 집찝하네요. 그래도 옷은 예쁩니다
rjdn**|50퍼 할인하길래 구매했어용ㅎㅎㅎㅎ원래는 블랙 사고싳었는데 제가 봤을 때는 이미 블랙은 품절이더라구요ㅠㅠㅠ그래서 베이지로 샀는데 허리도 딱맞구 너무 예뻐요. 살까말까 고민왜했는지 모를만큼ㅎㅎㅎ
rjdn**|블랙기본니트가 없어서 주문했어요입고지연목록에 있길래 오래걸리겠구나 하고 마음 바우고있었는데 주말포함해서 5일정도만에 도착했어요까칠하지도않구 그렇다구 부드럽지도 않구요딱 입었을때 가볍게 떨어지는 니트예용ㅎㅎㅎ
227638937686019**|아주굿굿 맘에듬
wertyuio9**|그냥 대존예에요 말이 필요 없음색감도 너무 예쁘고 핏 장난아니에요ㅜㅜㅜㅜ봄가을에 엄청 많이 입고다닐것같아요 최고ㅠ
shyun021**|팔 부분이 완전 길고 루즈한 핏이어서 제가 딱 원하던 핏이에요!근데 주름이 진게 절대 안펴지네요...ㅋㅋㅋ그래도 이쁨니당
