760366330840784**|친구와 같이 트윈룩으로 구매했습니당~~끈도 다양한곳에해도 되서 너무 좋았습니다 너무만족해요!
wldbs59**|사진으로봤을땐 초록끼..?? 연두색이없었는데 허벅지쪽에 있어요ㅠㅠ 사이즈는 딱맞고 좋네요 스판끼도 약간있구요
wldbs59**|한번빨으니까 목이랑 소매쪽이 쭈굴쭈굴해지면서 쪼그라들었어요..ㅠㅠ 그리고 얇아서 조금비치는거같아요ㅠㅠ
wldbs59**|사이즈는 딱맞는데 세탁하니까 물이너무많이빠져요ㅠㅠㅠ그리고 옷에서 냄새도 안빠지고..그리고 앞주머니가 특이하게 비닐로되어있네요
uelr**|팔이 조금 길지만 전체적으로 핏도 깔끔하고 정장으로 입기 좋아요. 바지에도 잘 어울리고 여유로운 일자핏입니다.
uelr**|키가 작은데도 기장도 딱 짧게 예뻐요! 스판도 좋고 색도 예뻐서 어느 옷에나 잘어울립니다. 너무 편하고 예뻐요!!
110439019**|무난하고 좋습니다! 가격대비 굿이에요 비록 배송은 늦었지만... 더울때 막 입을수있어서 활용도가 최곱니다
56087521**|길이가 길줄 알았는데 165인 제 키에 딱 적당하고 기대했던것보다 너무 예뻐요 특히 팔부분이 시스루인게 너무 맘에드네요❤️❤️
46987885**|가방 실제로 보면 진짜 이뻐요 싼 티도 안나궁ㅠㅠㅠ끈이 조절 안되서 불편하지만 이뻐서 용서ㅋㅋㅋㅋ가방 내용물은 많이는 안들어가유~~
beast11**|짱 예뻐요 저랑 너무 잘 어울리고 하늘하늘해서 기분도 좋아요 고민하신다면 꼭 사세요 정말 예쁜것같아요 그렇게 딱 맞지도 않고 헐렁하지도 않고 적당해요
beast11**|너무너무 예뻐요 ㅎㅎ 베이지색 저랑 잘 어울리더라고요 솔직하게 살집이 있는 편이여서 조금 그럴거라고 생각했는데 팔 부분이랑 가슴부분만 딱 맞고 나머지는 괜찮았어요 ,, 살이 쪄서 조금 불편했지만 살 빼고 입으면 딱 맞을것같아요
tkdenddltkdend**|어...진짜 마르신분들만 입을 수 있는건가요ㅡㅜ제몸무게,키 비슷하신분든을 L사셔야될거같네요ㅜㅜ저는 허벅지윗부분에서 좀 안들어갑니다...그치만 너무 이쁜 연청색...진짜 편하게 입을 수만있으면 맨날입고 다닐거같아여..ㄷㄷ진짜 이쁘고 재질도 나쁘지않아요!제일 기대했던상품이자 제일 이쁜듯한 상품
48170776**|생각보다 팔이 엄청 길어요. 팔꿈치 덮는 정도의 길이에요. 총길이도 길어서 레깅스랑 입기 좋아요.
46987885**|순면보다는 코팅 된 느낌이라 저는 더 좋았어요싼 가격에 여러개 쟁여두고 쓸 것 같아용~~
tkdenddltkdend**|여름에 에어콘틀면 춥고 그러니까 입으려고 얇은 긴팔샀는데 옷 느낌도 좋고 다좋아요! 근데 생각보다 좀 많이긴..?완전 좀 짧은 원피스길이라고 생각하면 딱 맞는...그게 좀 아쉬워요ㅜ
tkdenddltkdend**|다른 검은 바지가 많은 편이라 여기서는 걱정 반 설렘반으로 흰바지를 첨 사봤는데 사실 비칠까 걱정많이 했거든요근데 별로 안비치고 괜찮은거같아요
tkdenddltkdend**|사이즈너무 잘 맞아요ㅜㅜ허리에 좀 붙을까 걱정했는데 전혀 안그러고 딱 좋았어요!!!!옷도 너무 이쁘고 아이보리 샀는데 별로 안비치는거같아요!! 옷 느낌도 괜찮고 너무 만족합니다ㅜㅠㅜㅠㅠ
dahye46**|제질이 얇고 편해서 놀러갈 때 챙겨가려고요!
dahye46**|핏도 잘 맞고 제질이 너무 빤짝거리지 않아서 좋았어요!놀러다닐 때 가볍게 들고가면 좋은 거 같아요!
ch2theq**|인터넷으로 바지를 사는 것은 처음이었는데 재질도 보는거 그대로고 사이즈도 적절해서 요즘 애용합니다~~ 여름에 스키니만 입다가 이런 바지를 입으니까 진짜 시원하고 편하고 좋아요^^ 색깔별로 있어도 진짜 돈 아깝지 않을..
ch70**|딱 모델샷이랑 똑같은 느낌이라서 너무 맘에 들었어요 요즘같은 날씨에 입기 딱 좋은 것같아요입으면 되게 청순해지고 여리여리해보여서 너무 좋습니다,,❤️약간 성숙해보이기도 하고 딱 대학생같은 느낌?암튼 너무 이뻐요 뭔가 단정하면서도 청순한 그런 느낌이에요 너무 만족해요!!
421415956**|역시 고고싱 바지는 최고예요
421415956**|가운데부분 똑딱이가 너무 허술하게 달려있어요ㅠㅠ 옷은이뿐데 똑딱이는 다시달아서 입어야될것같아요ㅠㅠ
younghee22**|오늘 배송왔는데 너무 제 취향이에요!! 옷 재질도 좋구기장도 딱 저한테 적당하고 어떤 하의랑 매치해도 잘 어울릴 것 같아요. 셔츠 앞에 영문 프린팅이 심플하게 이뻐서 정말 맘에 들었어요♡ 고고싱에서 처음 구매해보는데 정말 만족이고 다음에도 꼭 구매할게요. 감사합니다!
nhh08**|사이즈 때문에 M에서 S로 교환하고 안 맞을까봐 걱정 많이 했는데 사이즈도 잘맞고 핏도 예뻐요!하이웨스트라 다리도 엄청 길어보이고 길이도 딱 맘에 들어요!! 색깔도 예쁘고 위에 아무 티랑 입어도 예뻐서 매우매우매우 만족합니다!
hlove18**|무난하게 입을 수 있는 반팔인것 같아서 샀는데..막상 받고보니 정말 디자인 너무 예뻐서 감탄에 감탄을 금치 못했습니다...b 올 여름 아주 잘 입고다닐고에요!!!!키가작은 저에겐 역시 기장이 길었지만 어차피 넣어입고 다니니 상관없구요~~~디자인 넘 맘에들고 어느 하의에나 찰떡이라서 좋습니당ㅎㅎ
chj94**|색상 예쁘고 디자인도 무난해요~ 사이즈 잘맞는것같네요 편해요 ㅋㅋ언발이라서 오히려 포인트되고 좋네요
hlove18**|일단 디자인 너무 예쁩니다 예뻐요!!! 청량해보이는 프린팅이 있어서 더 맘에들어요ㅎㅎ 반바지, 긴바지, 치마 할것없이 모든 하의에 찰!떡! 이라서 좋아요b 진짜 최곱니당ㅎㅎ 제가 키가 작아서 팔이 조금 길지만, 요즘같이 햇빛 짱짱한 날엔 오히려 좋겠더라구요! 상콤한 디자인과 빠른 배송에 후기를 안남길 수가 없어서 남기고 갑니당♥ 번창하셔요 고고싱~~~~~
chj94**|재질이 시원하고 좋네요 세탁은 안해봐서어떨지모르겠는데 가격대비 입을만하네요 ㅋㅋ핏이 괜찮에아요
chj94**|좋아요 근데 냄새가 심해서 페브리즈 뿌려도 안없어져서 결국 빨았는데 빨아도 냄새가 나네요ㅠㅠㅠㅠ
chj94**|세일해서 구매해봤어용 겉옷처럼 입기보다는 아예 티처럼 입어야 예쁜것같아요 뒤에 기장이 안길어서 아우터로는 이상한것같아요 ㅋㅋ
kimjm08**|사이즈 박시하니 입기 딱 좋아여 글씨 프린팅도 이쁘고 여름동안 잘 입고 다닐 거 같습니당~~
kimjm08**|그림이 너무 귀여워요ㅠㅠ 흰색 샀는데 앞에는 아무것도 없어서 좀 밋밋해 보일수도 있는데 뒷면이 귀여우니 괜찮아여
kimjm08**|편하게 입을 수 있는 치마가 필요해서 샀는데 너무 잘 산거 같아요 여름에 입기 좋게 시원하니 하늘하늘해서 좋습니당ㅠㅠ
kimjm08**|그림이 너무 귀여워요ㅠㅠ 색깔도 이쁘고 핏도 박시해서 좋아요 생각보다 길이가 길진 않아서 당황했지만 적당합니당
kimjm08**|고고싱에서 산 베이지색 치마랑 입을려고 샀는데 완전 맘에 들어요 박시하니 핏도 이쁘고 길이도 길어서 좋습니당
kimjm08**|색깔 너무 이뻐요 화면이랑 똑같은데 완전 쨍한 빨간색이 아니라서 좋은거 같아요 얼굴색도 더 살아보이고
kimjm08**|너무 귀여운데 같은 옷 입은 사람들이 꽤 많더라구여..ㅠㅠ 사이즈는 엄청 길진 않아서 치마랑 입기 좋은거 같아용
kimjm08**|티셔츠 완전 예뻐요 딱 원하던 깔끔한 디자인에 여름에 잘 입고 다닐거 같아요! 사이즈도 박시하니 좋아욥
kimjm08**|M이 품절이라서 L로 산건데 L로 사길 잘했어요 다리에 살이 많은 편은 아닌데도 스판끼가 없어서 그런지 입을 때 편하진 않더라구요 입고나서는 완전 편한데ㅠㅠ
kimjm08**|기본 검은색, 흰색 나시가 필요해서 두개씩 샀는데 사이즈도 잘 맞고 부들부들하니 좋아요 잘입을게욤
kimjm08**|기본 검은색이랑 흰색 나시가 필요해서 2개씩 샀는데 사이즈도 잘 맞고 부들부들하니 좋아요~~
dream3**|색상 딱 원했던 블랙이구요 더위 잘 타서 면보다는 이런 소재 좋아하는데 너무 시원하네요 잘 입을게요
1452213654839653**|아이보리 보단 그냥 하양이네요 넉넉한데 핏도 괜찮아서 편하고 예쁩니다 S도 맞을것 같긴 한데 S는 진짜 너무 딱맞을 것 같고 바지는 편하게 입고싶어서 M시켰습니다  하이웨스트라 그런가 다리가 길어 보여요
jwkim40**|산 옷중에 가장 괜찮은 것 같아요!저는 오프숄더 말고 그냥 입으려고 했는데고무줄도 잘 되어있어서 괜찮은 거 같아요!
jwkim40**|목이 생각보다 너무 파여서 놀랐어요ㅠ단추가 있긴하지만 소용없는 느낌...길이도 꽤 짧은편이고 가슴 부분도 좁은편이라 참고하세요!
726111391**|옷 예뻐요 사이즈도 L샀는데 잘맞네요..그런데 옷 색깔이 별로예요 생각보다 너무 연하고 안예쁜 베이지색이에요
dream3**|차콜색상이 생각했던곳보다 진하지가 않아서 아쉬웠어요 진한 차콜을 원했던지라 집에서 더울 때 입을 것 같네요
jwkim40**|오래 입을 옷은 아닌거 같아요딱 가격값 하는 듯 싶습니다..하하목 금방 늘어날 것 같아요
54211200**|기본반팔티가 없어서 구매했는데 좋은거같아요!찰랑거려서 더 여리여리해보이는ㄱㅓ같아요! 다음에 다른색상도 구매할예정이예요
jwkim40**|뒤에 벨트 넣는 고리가 없어서 당황스러웠어요..ㅋㅋㅋㅋㅋ다른건 뭐 다 괜찮았던거 같아요!아 주름이 예쁘게 잘 안잡히는거 같아요ㅠㅜㅠ
726111391**|옷은 사진에서 본 거랑 똑같아요..걍 깔끔하고 예뻐요 그런데 싼거라그런지 옷에서 이상한 식초냄새같은게 너무나네요.ㅜ
kkhhjj00**|엄청 이뻐보여서 샀는데 역시.. 실물로도 이쁩니다ㅎㅎ 치마말고 바지에 입어도 이뻐요!!ㅎㅎㅎ
54211200**|기대없이 샀는데 생각보다 너무 예뻐서 잘 입고있어요!다만 길이가 약간짧아요ㅠㅠㅠ평소엔 괜찮은데 손 올리면 짧은감이있어요
1452213654839653**|요 바지는 평소 고고싱에서 사던 다른 바지보단 사이즈가 쪼끔 작게 나온 것 같네요! 쫀쫀해서 그런가? 그래도 평소에 넉넉한거 좋아해서 고고싱 M사이즈 바지 사곤 했는데 이렇게 딱 맞는것도 핏 예뻐서 좋은 것 같아요^^
dream3**|홈페이지에서 봤을 때 기장도 길고 소재도 폴리라서 여름에도 길어도 입을 수 있겠다해서 샀어요 근데 마르신 분이 입어야할듯; 허리부터 다리부분은 널널해서 바람도 잘 통하고 좋은데 가슴이 너무 껴서 위에 핏이 진짜 이상하네요ㅠㅠ 결국 친구 줘버림..
kkhhjj00**|생각보다 팔 끝부분이 엄청 크지만 그래도 이뻐요!! 많이 비추긴 한데 그래도 이쁩니다!! ㅎㅎ
54211200**|간단하게 사용하려고 구매했는데 생각보다 너무 좋네요! 그리고 가격도 저렴해서 더 좋은거같아요~~~다음에 다른색상으로도 구매하려구요
kkhhjj00**|진짜 완전 이뻐요! 학교에 입고 갔는데 친구들이 이쁘다고 빌려달라고 하네요ㅎㅎ 완전 이뻐요 강추~!
kkhhjj00**|제가 요즘 제일 자주입어요!! 진짜 너무너무 이쁜데 지금 입기에는 조금 더워요ㅠㅠ 고고싱에서 산것중 제일 맘에 듭니다!!
kkhhjj00**|제가 택배오면 바로 그자리에서 뜯질않고 묵혀놓는데 이 바지가 사라졌네요..ㅠ 나중에ㅔ 다시 시킬려고요
kkhhjj00**|제가 고고싱에서 이양말만 엄청많이 샀습니다.. 완전 좋아요!! 이거 말고는 안신습니다ㅋㅋㅋㅋ
a37703**|배송도 빠르고 사이즈도 잘맞는데 좀 짧아용 ㅠ벨트도 생각보다 좋아서 딴옷에도 잘 쓰고다녀요
dkdud58**|완전 잘상것갗아용 ㅎㅎㅎㅎㅎㅎㅎ 색깔도 옘브고 사진에서 보는거링 너무 똑같아요!!! 예쁘게 잘입을게룡
dkdud58**|너무 얇긴해서 나시랑 같이입어야할서같지만 그래도 시원해보이고 너무에뻐오 잘입을게요 고고싱짱짱~~~~~
dkdud58**|가격대비 너무 좋아요~~~~ 아무데에나 잘어울릴거ㅛ갗아여 잘입을게요~~~~너무 이뻐용 ㅎㅎㅎㅎ
tj47**|색상은 너무 이쁜데 어께뽕이 생각보다 좀 심해요..그래도 색이 이뻐서 그냥 입으려구요 어께뽕 싫어하시면 사지않는게 좋을거같아요
tj47**|어께가 부담스럽지않게 딱 적당히 트여잇어서 너무 이뻐요! 많이 비쳐서 안에 나시는 꼭 입고 입어야 할거 같아요
tj47**|여름에 입어도 많이 안더울거같아요! 색이 정말 딱이쁜 그린색이에요 정말 너무 만족하는 옷입니다!
tj47**|핏도이쁘고 편하게 입을수 잇으며너 차려입은듯한 느낌을 낼수 있는 옷이에요! 너무 맘에들어서 블랙이랑 아이보리 구매햇어요!
tj47**|편한 옷이면서도 어딘가 세련되보이는 느낌의 옷이에요ㅎ 핏도이쁘고 모든게 완벽해요! 여기저기 입을수 있을거같아서 블랙이랑 아이보리 두색상 구매햇어요 진짜 완전 추천해요!!다른색도 사고싶네요
kje38**|최근 3키로 정도 늘었는데 그래도 고고싱내 다른상품 청바지 s 허리가 남아서 이 제품도 같은 s로 샀는데 작아서 낑기네요ㅠ 사이즈 교환을 할까 고민하다가 스판이라 늘어나길 기대하며 구매후기 작성합니다~~ 기장은 생각보다 짧았어요ㅠ 그래도 예쁘긴 예쁩니다♡
chldbsgm**|옆에 지퍼에다가 뒤에 부분이 밴딩 처리 돼있어서 편하고 좋아요 길이도 딱 좋고 살랑살랑 예뻐요 치마 옆트임 덕분에 더 살랑살랑 되네여 예뻐요
kmgs**|상품평이 많아서 주문합니다.. 중학생 딸아이가 입을려고 주문햇는데요길이도 적당하고 옷이 예쁨니다.
chldbsgm**|하늘하늘 시원하게 입을거같아요 길이는 키가 큰 편이 아니라 발목 시작되는곳 까지 오고 밴딩 있어서 편해요
ciaoa**|색감이 완전 톡톡튀어서 여름에 입기 너무 예뻐요ㅠㅠ 완전 쨍한색이고 청반바지랑 입으면 진짜 딱인 옷 가격대비 완전만족해용
ksk772**|면이 엄청 쉬원하고 색깔도 맘에 드는색이고 어디에입어도 어울려요 맘에 쏙들어요 좋아요!!ㅎㅎ
ciaoa**|골반이 큰 편이라 사실 입어보지 않고는 온라인에서 잘 안사는데 색감이 너무 예뻐서 질렀어요ㅠㅠ다행히 괜찮게 맞고 허리사이즈는 벨트로 줄이면 되니까 만족해요 히히 실물갑
ksk772**|가격대비 짱인듯 박스티라서 맘에들고 면도 쉬원해서 좋아요 어떤 바지에도 어울리는 티입니당ㅎㅎ
ciaoa**|옷 색감도 너무 예쁘고 특히 천 질감이 차르르하니 싸보이지 않고 너무 마음에 들었어요ㅎㅎㅎㅎ
ksk772**|박스 티라서 맘에들고 색깔도 맘에들어요 튀지 않고 어떤 바지나 어울려요 근데 조금 면이 안쉬원해요
ciaoa**|프리사이즈인데 평소 박시한 걸 즐겨 입는 저에게는 살짝 딱맞는감이 있었어요ㅠㅠ하지만 색감이 너무 예뻐서 만족합니다
ksk772**|이 옷은 엄청 비쳐요 그래도 옷은 예뻐요 핏도 괜찬고 쉬원하고 맘에 들어요 까칠까칠할것같았는데 부드럽고 좋아요
ksk772**|치마가 에뻐요 흰티에 어울리는 치마고 핏도 괜찬은것같고 색깔도 맘에들어요 길이도 적당하것같아요
